Economic_Freedom_Indicator,Outcome_Variable,Lag_Years,Correlation,P_Value,Sample_Size,CI_Lower,CI_Upper,Strength,Significance
Financial Freedom,Unemployment_Rate,-17,-0.0639,0.219,372,-0.1645,0.0381,Very Weak,Not Significant
Property Rights,Unemployment_Rate,10,-0.0636,0.0778,769,-0.1337,0.0071,Very Weak,Not Significant
Monetary Freedom,Unemployment_Rate,0,-0.0635,0.0094,1670,-0.1112,-0.0156,Very Weak,Significant
Business Freedom,Unemployment_Rate,-18,0.0635,0.2557,322,-0.0461,0.1716,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Received,-21,0.0635,0.5344,98,-0.1366,0.2587,Very Weak,Not Significant
Overall Score,Foreign_Aid_Received,7,-0.0634,0.1805,448,-0.1551,0.0294,Very Weak,Not Significant
Fiscal Health,Unemployment_Rate,-19,-0.0631,0.3387,232,-0.1903,0.0663,Very Weak,Not Significant
Monetary Freedom,Extreme_Poverty_Share,-24,-0.0629,0.6609,51,-0.3327,0.2164,Very Weak,Not Significant
Tax Burden,Unemployment_Rate,18,0.0629,0.2623,320,-0.0471,0.1713,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,23,-0.0627,0.531,102,-0.2541,0.1334,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,-19,0.0625,0.3047,272,-0.0569,0.1801,Very Weak,Not Significant
Trade Freedom,Unemployment_Rate,-21,0.0624,0.4053,180,-0.0846,0.2068,Very Weak,Not Significant
Government Integrity,Foreign_Aid_Given,-20,0.0624,0.5897,77,-0.1639,0.2824,Very Weak,Not Significant
Business Freedom,Foreign_Aid_Received,-14,-0.0623,0.3264,250,-0.185,0.0622,Very Weak,Not Significant
Investment Freedom,Foreign_Aid_Given,19,-0.0622,0.4689,138,-0.2269,0.106,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,-15,0.0621,0.175,479,-0.0277,0.1508,Very Weak,Not Significant
Investment Freedom,Unemployment_Rate,-11,0.0621,0.0985,709,-0.0116,0.1351,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Given,-9,-0.062,0.221,391,-0.1602,0.0374,Very Weak,Not Significant
Property Rights,Unemployment_Rate,12,-0.062,0.1153,647,-0.1384,0.0152,Very Weak,Not Significant
Government Spending,Unemployment_Rate,14,-0.0616,0.1556,533,-0.1458,0.0235,Very Weak,Not Significant
Investment Freedom,Unemployment_Rate,-24,0.0615,0.6185,68,-0.1796,0.2956,Very Weak,Not Significant
Tax Burden,Unemployment_Rate,3,0.0613,0.0269,1303,0.007,0.1152,Very Weak,Significant
Financial Freedom,Unemployment_Rate,-18,-0.0611,0.2741,322,-0.1693,0.0485,Very Weak,Not Significant
Tax Burden,Inflation_Rate,24,0.0611,0.637,62,-0.1916,0.3062,Very Weak,Not Significant
Business Freedom,Foreign_Aid_Received,12,-0.0611,0.2937,297,-0.1737,0.0531,Very Weak,Not Significant
Tax Burden,Unemployment_Rate,-5,0.061,0.0422,1110,0.0022,0.1194,Very Weak,Significant
Government Spending,Foreign_Aid_Received,-13,0.0609,0.3136,276,-0.0576,0.1777,Very Weak,Not Significant
Fiscal Health,Unemployment_Rate,-7,-0.0608,0.258,348,-0.1649,0.0446,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Received,-13,0.0608,0.3145,276,-0.0577,0.1776,Very Weak,Not Significant
Investment Freedom,Unemployment_Rate,5,0.0607,0.0435,1108,0.0018,0.1191,Very Weak,Significant
Government Spending,Unemployment_Rate,-13,-0.0606,0.141,591,-0.1406,0.0201,Very Weak,Not Significant
Business Freedom,Foreign_Aid_Received,-18,-0.0606,0.4497,158,-0.2147,0.0965,Very Weak,Not Significant
Property Rights,Unemployment_Rate,-4,-0.0605,0.0361,1202,-0.1166,-0.0039,Very Weak,Significant
Tax Burden,Unemployment_Rate,4,0.0604,0.0364,1200,0.0038,0.1166,Very Weak,Significant
Government Spending,Inflation_Rate,22,0.0603,0.4921,132,-0.1117,0.2288,Very Weak,Not Significant
Monetary Freedom,Foreign_Aid_Given,-3,0.0603,0.1393,602,-0.0197,0.1396,Very Weak,Not Significant
Judicial Effectiveness,Unemployment_Rate,-4,0.0601,0.2472,373,-0.0417,0.1606,Very Weak,Not Significant
Financial Freedom,Unemployment_Rate,-16,-0.06,0.2173,425,-0.1542,0.0354,Very Weak,Not Significant
Business Freedom,Foreign_Aid_Received,-16,-0.06,0.3985,200,-0.1971,0.0794,Very Weak,Not Significant
Judicial Effectiveness,Inflation_Rate,-19,-0.0599,0.3712,225,-0.1892,0.0715,Very Weak,Not Significant
Fiscal Health,Life_Expectancy,-18,0.0597,0.3417,256,-0.0634,0.1809,Very Weak,Not Significant
Monetary Freedom,Gini_Index,14,-0.0595,0.1652,545,-0.1428,0.0246,Very Weak,Not Significant
Property Rights,Unemployment_Rate,11,-0.0595,0.1138,707,-0.1327,0.0143,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Received,-2,-0.0594,0.145,604,-0.1385,0.0205,Very Weak,Not Significant
Financial Freedom,Gini_Index,16,-0.0594,0.2173,433,-0.1528,0.035,Very Weak,Not Significant
Investment Freedom,Gini_Index,9,-0.0593,0.0843,849,-0.1261,0.008,Very Weak,Not Significant
Government Integrity,Unemployment_Rate,-6,-0.0592,0.0571,1032,-0.1198,0.0018,Very Weak,Not Significant
Fiscal Health,Extreme_Poverty_Share,4,-0.0591,0.6596,58,-0.3126,0.2023,Very Weak,Not Significant
Financial Freedom,Foreign_Aid_Received,7,0.0591,0.212,448,-0.0338,0.1509,Very Weak,Not Significant
Judicial Effectiveness,Unemployment_Rate,-2,0.0591,0.2405,396,-0.0397,0.1567,Very Weak,Not Significant
Fiscal Health,Unemployment_Rate,-14,-0.059,0.2994,311,-0.1691,0.0525,Very Weak,Not Significant
Tax Burden,Inflation_Rate,0,-0.059,0.0171,1635,-0.1071,-0.0105,Very Weak,Significant
Investment Freedom,Foreign_Aid_Received,4,-0.059,0.1533,587,-0.1393,0.022,Very Weak,Not Significant
Fiscal Health,Inflation_Rate,-18,0.0589,0.3545,249,-0.0659,0.1819,Very Weak,Not Significant
Judicial Effectiveness,Unemployment_Rate,-5,0.0586,0.2683,359,-0.0452,0.1611,Very Weak,Not Significant
Judicial Effectiveness,Unemployment_Rate,-18,0.0585,0.3508,256,-0.0645,0.1799,Very Weak,Not Significant
Fiscal Health,Inflation_Rate,1,0.0585,0.3196,291,-0.0568,0.1724,Very Weak,Not Significant
Fiscal Health,Life_Expectancy,-14,0.0585,0.3041,311,-0.0531,0.1686,Very Weak,Not Significant
Labor Freedom,Inflation_Rate,11,0.0585,0.2753,350,-0.0466,0.1623,Very Weak,Not Significant
Trade Freedom,Inflation_Rate,-24,-0.0582,0.6479,64,-0.2997,0.1903,Very Weak,Not Significant
Overall Score,Unemployment_Rate,-22,0.0581,0.4954,140,-0.1089,0.2219,Very Weak,Not Significant
Trade Freedom,Unemployment_Rate,-17,0.0577,0.2668,372,-0.0442,0.1585,Very Weak,Not Significant
Tax Burden,Foreign_Aid_Received,7,-0.0577,0.2228,448,-0.1496,0.0351,Very Weak,Not Significant
Government Spending,Foreign_Aid_Received,1,0.0576,0.0973,830,-0.0105,0.1252,Very Weak,Not Significant
Overall Score,Unemployment_Rate,8,-0.0575,0.0851,896,-0.1226,0.008,Very Weak,Not Significant
Labor Freedom,Unemployment_Rate,9,0.0572,0.2144,473,-0.0331,0.1466,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Received,-11,0.0571,0.3002,331,-0.051,0.1639,Very Weak,Not Significant
Fiscal Health,Foreign_Aid_Received,-15,0.0571,0.5074,137,-0.1117,0.2227,Very Weak,Not Significant
Overall Score,Unemployment_Rate,-9,0.057,0.0999,834,-0.0109,0.1244,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,-8,0.0569,0.0881,898,-0.0085,0.1219,Very Weak,Not Significant
Fiscal Health,Inflation_Rate,-22,0.0567,0.5153,134,-0.114,0.2241,Very Weak,Not Significant
Government Spending,Unemployment_Rate,21,0.0566,0.453,178,-0.0912,0.202,Very Weak,Not Significant
Investment Freedom,Foreign_Aid_Given,-11,0.0566,0.3067,328,-0.052,0.1639,Very Weak,Not Significant
Financial Freedom,Unemployment_Rate,11,-0.0566,0.1326,707,-0.1298,0.0172,Very Weak,Not Significant
Monetary Freedom,Unemployment_Rate,4,-0.0566,0.0501,1200,-0.1128,0.0,Very Weak,Not Significant
Fiscal Health,Unemployment_Rate,-17,-0.0563,0.3552,272,-0.174,0.0631,Very Weak,Not Significant
Labor Freedom,Inflation_Rate,-9,0.0563,0.1088,811,-0.0125,0.1247,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,-16,0.0563,0.2465,425,-0.039,0.1506,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,-17,0.056,0.2813,372,-0.0459,0.1568,Very Weak,Not Significant
Property Rights,Inflation_Rate,-23,-0.0559,0.5829,99,-0.2505,0.1431,Very Weak,Not Significant
Monetary Freedom,Foreign_Aid_Given,-4,0.0559,0.1836,567,-0.0265,0.1376,Very Weak,Not Significant
Financial Freedom,Foreign_Aid_Given,-19,0.0558,0.5833,99,-0.1432,0.2505,Very Weak,Not Significant
Tax Burden,Inflation_Rate,-5,0.0557,0.0666,1085,-0.0038,0.1148,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Given,2,0.0555,0.154,662,-0.0208,0.1311,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Received,-3,-0.0555,0.19,560,-0.1377,0.0275,Very Weak,Not Significant
Monetary Freedom,Unemployment_Rate,-3,0.0554,0.0453,1305,0.0012,0.1094,Very Weak,Significant
Property Rights,Unemployment_Rate,-14,-0.0554,0.2004,535,-0.1396,0.0295,Very Weak,Not Significant
Fiscal Health,Life_Expectancy,-15,0.0552,0.3408,300,-0.0584,0.1674,Very Weak,Not Significant
Tax Burden,Unemployment_Rate,-3,0.0552,0.0461,1305,0.001,0.1092,Very Weak,Significant
Monetary Freedom,Foreign_Aid_Received,-11,0.0552,0.3168,331,-0.0529,0.162,Very Weak,Not Significant
Fiscal Health,HDI,5,-0.0551,0.6922,54,-0.3182,0.2158,Very Weak,Not Significant
Tax Burden,Unemployment_Rate,-4,0.0551,0.0561,1202,-0.0014,0.1113,Very Weak,Not Significant
Financial Freedom,Foreign_Aid_Received,15,-0.0547,0.4186,221,-0.1853,0.0779,Very Weak,Not Significant
Overall Score,Unemployment_Rate,2,-0.0545,0.0401,1417,-0.1063,-0.0025,Very Weak,Significant
Property Rights,Foreign_Aid_Received,4,-0.0544,0.1878,587,-0.1348,0.0266,Very Weak,Not Significant
Tax Burden,Unemployment_Rate,13,-0.0544,0.1877,589,-0.1346,0.0265,Very Weak,Not Significant
Overall Score,Foreign_Aid_Given,-11,0.0544,0.3256,328,-0.0542,0.1618,Very Weak,Not Significant
Trade Freedom,Inflation_Rate,-19,-0.0543,0.38,263,-0.1742,0.0671,Very Weak,Not Significant
Investment Freedom,Foreign_Aid_Received,12,-0.0543,0.3511,297,-0.1671,0.0599,Very Weak,Not Significant
Overall Score,Unemployment_Rate,-2,-0.0543,0.041,1419,-0.106,-0.0022,Very Weak,Significant
Government Spending,Foreign_Aid_Received,-12,0.0541,0.3479,303,-0.0589,0.1658,Very Weak,Not Significant
Fiscal Health,Foreign_Aid_Received,1,-0.0541,0.5192,144,-0.2158,0.1104,Very Weak,Not Significant
Tax Burden,Unemployment_Rate,12,-0.054,0.1699,647,-0.1306,0.0232,Very Weak,Not Significant
Tax Burden,Foreign_Aid_Received,-16,0.054,0.4478,200,-0.0854,0.1913,Very Weak,Not Significant
Fiscal Health,Life_Expectancy,-17,0.0539,0.3761,272,-0.0655,0.1717,Very Weak,Not Significant
Fiscal Health,Life_Expectancy,-13,0.0539,0.3394,316,-0.0568,0.1633,Very Weak,Not Significant
Investment Freedom,Inflation_Rate,21,-0.0538,0.4848,171,-0.2022,0.0971,Very Weak,Not Significant
Business Freedom,Foreign_Aid_Received,-15,-0.0537,0.424,224,-0.1835,0.0779,Very Weak,Not Significant
Investment Freedom,Unemployment_Rate,-15,0.0535,0.2428,479,-0.0363,0.1424,Very Weak,Not Significant
Overall Score,Unemployment_Rate,-8,0.0535,0.1095,898,-0.012,0.1185,Very Weak,Not Significant
Monetary Freedom,Foreign_Aid_Given,-5,0.0532,0.2209,532,-0.032,0.1376,Very Weak,Not Significant
Investment Freedom,Unemployment_Rate,-12,0.0532,0.176,649,-0.0239,0.1296,Very Weak,Not Significant
Overall Score,Gini_Index,14,-0.0531,0.2159,545,-0.1365,0.031,Very Weak,Not Significant
Financial Freedom,Foreign_Aid_Received,-15,0.0529,0.4305,224,-0.0787,0.1828,Very Weak,Not Significant
Tax Burden,Unemployment_Rate,5,0.0528,0.0787,1108,-0.0061,0.1114,Very Weak,Not Significant
Fiscal Health,Unemployment_Rate,-11,-0.0526,0.3426,328,-0.16,0.056,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,3,0.0525,0.0582,1303,-0.0018,0.1065,Very Weak,Not Significant
Trade Freedom,Inflation_Rate,-12,-0.0522,0.1897,633,-0.1296,0.0258,Very Weak,Not Significant
Overall Score,Unemployment_Rate,7,-0.0521,0.1062,962,-0.1149,0.0111,Very Weak,Not Significant
Labor Freedom,Inflation_Rate,-8,0.0521,0.1268,860,-0.0148,0.1185,Very Weak,Not Significant
Fiscal Health,Life_Expectancy,-10,0.0521,0.3417,335,-0.0554,0.1584,Very Weak,Not Significant
Trade Freedom,Unemployment_Rate,19,-0.0518,0.3968,270,-0.1701,0.068,Very Weak,Not Significant
Monetary Freedom,Foreign_Aid_Received,-8,0.0517,0.289,423,-0.0439,0.1463,Very Weak,Not Significant
Property Rights,Foreign_Aid_Received,3,-0.0515,0.1874,658,-0.1274,0.0251,Very Weak,Not Significant
Financial Freedom,Unemployment_Rate,-19,-0.0515,0.3975,272,-0.1694,0.0679,Very Weak,Not Significant
Government Spending,Unemployment_Rate,-12,-0.0515,0.1901,649,-0.128,0.0256,Very Weak,Not Significant
Government Integrity,Unemployment_Rate,-12,-0.0512,0.1925,649,-0.1277,0.0258,Very Weak,Not Significant
Fiscal Health,Inflation_Rate,-21,0.0509,0.511,169,-0.1008,0.2003,Very Weak,Not Significant
Fiscal Health,Unemployment_Rate,-23,-0.0508,0.6085,104,-0.241,0.1432,Very Weak,Not Significant
Property Rights,Unemployment_Rate,-13,-0.0508,0.218,591,-0.1309,0.03,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Received,-4,-0.0507,0.2491,519,-0.1362,0.0355,Very Weak,Not Significant
Fiscal Health,Inflation_Rate,-17,0.0506,0.4121,265,-0.0703,0.1701,Very Weak,Not Significant
Government Spending,Unemployment_Rate,-9,-0.0505,0.1452,834,-0.118,0.0175,Very Weak,Not Significant
Government Spending,Unemployment_Rate,20,0.0505,0.4532,223,-0.0814,0.1807,Very Weak,Not Significant
Government Integrity,Unemployment_Rate,-16,-0.0504,0.2995,425,-0.1449,0.0449,Very Weak,Not Significant
Property Rights,Unemployment_Rate,-19,0.0503,0.4084,272,-0.069,0.1683,Very Weak,Not Significant
Investment Freedom,Life_Expectancy,24,0.05,0.6901,66,-0.1944,0.2886,Very Weak,Not Significant
Monetary Freedom,Gini_Index,15,-0.05,0.2699,488,-0.1382,0.0389,Very Weak,Not Significant
Government Spending,Unemployment_Rate,15,-0.05,0.276,477,-0.1391,0.04,Very Weak,Not Significant
Fiscal Health,Life_Expectancy,-12,0.0498,0.3732,322,-0.0598,0.1582,Very Weak,Not Significant
Property Rights,Unemployment_Rate,-5,-0.0497,0.0979,1110,-0.1082,0.0092,Very Weak,Not Significant
Tax Burden,Unemployment_Rate,2,0.0496,0.0618,1417,-0.0025,0.1014,Very Weak,Not Significant
Trade Freedom,Unemployment_Rate,3,0.0494,0.0747,1303,-0.0049,0.1034,Very Weak,Not Significant
Fiscal Health,Inflation_Rate,-10,-0.0493,0.3731,328,-0.1568,0.0593,Very Weak,Not Significant
Tax Burden,Unemployment_Rate,14,-0.0491,0.2574,533,-0.1335,0.0359,Very Weak,Not Significant
Overall Score,Unemployment_Rate,-23,0.0491,0.6206,104,-0.1449,0.2394,Very Weak,Not Significant
Investment Freedom,Gini_Index,16,0.0489,0.31,433,-0.0455,0.1425,Very Weak,Not Significant
Financial Freedom,Foreign_Aid_Received,-6,-0.0489,0.2795,491,-0.1368,0.0398,Very Weak,Not Significant
Overall Score,Unemployment_Rate,6,-0.0487,0.1186,1030,-0.1094,0.0125,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Received,-10,-0.0487,0.3564,361,-0.1511,0.0548,Very Weak,Not Significant
Financial Freedom,Unemployment_Rate,-15,-0.0486,0.2884,479,-0.1376,0.0412,Very Weak,Not Significant
Government Integrity,Unemployment_Rate,-9,-0.0485,0.1621,834,-0.116,0.0195,Very Weak,Not Significant
Government Integrity,Unemployment_Rate,-10,-0.0484,0.1796,771,-0.1186,0.0223,Very Weak,Not Significant
Fiscal Health,Life_Expectancy,-16,0.0484,0.4144,287,-0.0678,0.1632,Very Weak,Not Significant
Fiscal Health,Unemployment_Rate,-18,-0.0483,0.4415,256,-0.1699,0.0747,Very Weak,Not Significant
Overall Score,Unemployment_Rate,-10,0.0481,0.1825,771,-0.0226,0.1183,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Given,1,0.0479,0.2101,686,-0.027,0.1223,Very Weak,Not Significant
Investment Freedom,Inflation_Rate,22,-0.0478,0.5865,132,-0.2169,0.1241,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Given,-11,-0.0478,0.3887,328,-0.1552,0.0609,Very Weak,Not Significant
Property Rights,Unemployment_Rate,-12,-0.0478,0.2238,649,-0.1243,0.0292,Very Weak,Not Significant
Business Freedom,Foreign_Aid_Received,6,-0.0477,0.2952,483,-0.1364,0.0417,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,2,0.0476,0.0733,1417,-0.0045,0.0994,Very Weak,Not Significant
Fiscal Health,Inflation_Rate,-11,-0.0474,0.3977,321,-0.156,0.0624,Very Weak,Not Significant
Monetary Freedom,Foreign_Aid_Given,-6,0.0473,0.2926,498,-0.0408,0.1346,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Given,-9,-0.0473,0.3494,394,-0.1454,0.0518,Very Weak,Not Significant
Fiscal Health,HDI,4,0.0472,0.636,103,-0.1477,0.2385,Very Weak,Not Significant
Judicial Effectiveness,Foreign_Aid_Received,-16,-0.0471,0.5904,133,-0.2156,0.1241,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Received,-14,0.0468,0.4611,250,-0.0777,0.1699,Very Weak,Not Significant
Government Spending,Inflation_Rate,24,0.0465,0.7194,62,-0.2056,0.2929,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Received,-10,0.0464,0.3795,361,-0.0571,0.1489,Very Weak,Not Significant
Investment Freedom,Unemployment_Rate,6,0.0464,0.1371,1030,-0.0148,0.1071,Very Weak,Not Significant
Government Integrity,Unemployment_Rate,-7,-0.0464,0.1498,964,-0.1092,0.0168,Very Weak,Not Significant
Investment Freedom,Gini_Index,10,-0.0464,0.1941,785,-0.116,0.0237,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Received,-12,-0.0463,0.4224,303,-0.1581,0.0668,Very Weak,Not Significant
Monetary Freedom,Foreign_Aid_Received,-1,-0.046,0.1843,835,-0.1135,0.0219,Very Weak,Not Significant
Investment Freedom,Inflation_Rate,24,0.046,0.7228,62,-0.2062,0.2924,Very Weak,Not Significant
Tax Burden,Unemployment_Rate,-2,0.046,0.0831,1419,-0.006,0.0978,Very Weak,Not Significant
Fiscal Health,Inflation_Rate,-16,0.0458,0.445,280,-0.0718,0.1622,Very Weak,Not Significant
Fiscal Health,Life_Expectancy,2,0.0457,0.4982,222,-0.0865,0.1763,Very Weak,Not Significant
Labor Freedom,Inflation_Rate,-10,0.0456,0.2113,753,-0.0259,0.1167,Very Weak,Not Significant
Business Freedom,Inflation_Rate,-22,-0.0456,0.6005,134,-0.2136,0.1249,Very Weak,Not Significant
Fiscal Health,Life_Expectancy,-11,0.0456,0.41,328,-0.063,0.1532,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Received,21,-0.0455,0.6686,91,-0.2491,0.162,Very Weak,Not Significant
Judicial Effectiveness,Unemployment_Rate,-15,-0.0455,0.4326,300,-0.1579,0.0681,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Given,-10,-0.0453,0.3912,361,-0.1478,0.0582,Very Weak,Not Significant
Fiscal Health,Inflation_Rate,-12,-0.0452,0.4241,315,-0.1549,0.0656,Very Weak,Not Significant
Investment Freedom,Unemployment_Rate,17,-0.0452,0.3856,370,-0.1465,0.057,Very Weak,Not Significant
Overall Score,Unemployment_Rate,3,-0.0451,0.1039,1303,-0.0991,0.0093,Very Weak,Not Significant
Investment Freedom,Foreign_Aid_Given,-12,0.045,0.4405,296,-0.0694,0.1582,Very Weak,Not Significant
Investment Freedom,Foreign_Aid_Received,11,-0.0447,0.4231,324,-0.1529,0.0646,Very Weak,Not Significant
Business Freedom,Foreign_Aid_Received,-19,-0.0446,0.6035,138,-0.2101,0.1234,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Given,0,0.0445,0.237,707,-0.0293,0.1179,Very Weak,Not Significant
Government Integrity,Unemployment_Rate,-11,-0.044,0.2422,709,-0.1172,0.0297,Very Weak,Not Significant
Tax Burden,Unemployment_Rate,11,-0.0439,0.244,707,-0.1172,0.03,Very Weak,Not Significant
Fiscal Health,Foreign_Aid_Received,2,0.0437,0.6629,102,-0.1521,0.2362,Very Weak,Not Significant
Government Integrity,Unemployment_Rate,-8,-0.0437,0.1911,898,-0.1088,0.0218,Very Weak,Not Significant
Financial Freedom,Gini_Index,23,0.0436,0.6589,105,-0.1493,0.2333,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,4,0.0435,0.132,1200,-0.0131,0.0998,Very Weak,Not Significant
Financial Freedom,Gini_Index,17,-0.0433,0.4011,379,-0.1434,0.0577,Very Weak,Not Significant
Overall Score,Unemployment_Rate,-21,0.0432,0.565,180,-0.1038,0.1882,Very Weak,Not Significant
Monetary Freedom,Life_Expectancy,-24,0.0431,0.7274,68,-0.1974,0.2786,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Given,-18,0.0427,0.6391,123,-0.1354,0.2181,Very Weak,Not Significant
Financial Freedom,Unemployment_Rate,-14,-0.0426,0.325,535,-0.1269,0.0423,Very Weak,Not Significant
Overall Score,Unemployment_Rate,5,-0.0425,0.1579,1108,-0.1011,0.0165,Very Weak,Not Significant
Investment Freedom,Life_Expectancy,23,0.0424,0.6719,102,-0.1533,0.235,Very Weak,Not Significant
Monetary Freedom,Foreign_Aid_Given,-10,-0.0424,0.4213,361,-0.145,0.061,Very Weak,Not Significant
Tax Burden,Inflation_Rate,-4,0.0423,0.1471,1174,-0.0149,0.0993,Very Weak,Not Significant
Trade Freedom,Inflation_Rate,-22,-0.0422,0.6286,134,-0.2102,0.1283,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Received,-17,0.0422,0.5757,178,-0.1055,0.1881,Very Weak,Not Significant
Property Rights,Unemployment_Rate,-11,-0.0422,0.2618,709,-0.1155,0.0315,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Received,-16,0.0421,0.5543,200,-0.0973,0.1797,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Received,14,0.042,0.7152,78,-0.1823,0.2621,Very Weak,Not Significant
Investment Freedom,Unemployment_Rate,-13,0.0419,0.3098,591,-0.0389,0.1221,Very Weak,Not Significant
Business Freedom,Inflation_Rate,-23,-0.0417,0.6819,99,-0.2372,0.157,Very Weak,Not Significant
Monetary Freedom,Inflation_Rate,21,-0.0416,0.589,171,-0.1905,0.1092,Very Weak,Not Significant
Overall Score,Unemployment_Rate,-3,-0.0416,0.1335,1305,-0.0956,0.0127,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Received,-16,0.0415,0.5599,200,-0.0978,0.1792,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Received,-5,-0.0415,0.3631,482,-0.1304,0.048,Very Weak,Not Significant
Overall Score,Unemployment_Rate,4,-0.0412,0.1538,1200,-0.0976,0.0154,Very Weak,Not Significant
Trade Freedom,Unemployment_Rate,-2,0.041,0.1228,1419,-0.0111,0.0928,Very Weak,Not Significant
Government Spending,Inflation_Rate,2,0.0409,0.1274,1391,-0.0117,0.0933,Very Weak,Not Significant
Tax Burden,Unemployment_Rate,-16,0.0408,0.4009,425,-0.0545,0.1354,Very Weak,Not Significant
Trade Freedom,Inflation_Rate,-23,0.0408,0.6887,99,-0.1579,0.2363,Very Weak,Not Significant
Overall Score,Unemployment_Rate,-24,-0.0407,0.7416,68,-0.2765,0.1996,Very Weak,Not Significant
Judicial Effectiveness,Unemployment_Rate,-3,0.0407,0.4255,386,-0.0594,0.1399,Very Weak,Not Significant
Financial Freedom,Foreign_Aid_Received,9,0.0405,0.4289,384,-0.0598,0.14,Very Weak,Not Significant
Trade Freedom,Unemployment_Rate,-18,0.0405,0.4688,322,-0.0691,0.1492,Very Weak,Not Significant
Judicial Effectiveness,Unemployment_Rate,-1,0.0404,0.4191,402,-0.0576,0.1377,Very Weak,Not Significant
Labor Freedom,Inflation_Rate,-3,0.0403,0.1851,1082,-0.0193,0.0997,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Given,-8,-0.0402,0.4108,421,-0.1352,0.0556,Very Weak,Not Significant
Tax Burden,Inflation_Rate,1,-0.04,0.1198,1511,-0.0903,0.0104,Very Weak,Not Significant
Government Integrity,Unemployment_Rate,-19,0.04,0.5109,272,-0.0793,0.1582,Very Weak,Not Significant
Labor Freedom,Unemployment_Rate,15,0.04,0.641,138,-0.1279,0.2058,Very Weak,Not Significant
Overall Score,Unemployment_Rate,-7,0.04,0.2147,964,-0.0232,0.1029,Very Weak,Not Significant
Government Spending,Unemployment_Rate,-10,-0.0398,0.2694,771,-0.1101,0.0309,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Given,-1,0.0398,0.3029,672,-0.0359,0.1151,Very Weak,Not Significant
Government Spending,Unemployment_Rate,16,-0.0398,0.4144,423,-0.1346,0.0558,Very Weak,Not Significant
Overall Score,Unemployment_Rate,-11,0.0397,0.2917,709,-0.0341,0.113,Very Weak,Not Significant
Labor Freedom,Inflation_Rate,-5,0.0396,0.2149,984,-0.023,0.1018,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Received,7,-0.0396,0.403,448,-0.1318,0.0532,Very Weak,Not Significant
Monetary Freedom,Unemployment_Rate,10,-0.0394,0.275,769,-0.1098,0.0314,Very Weak,Not Significant
Labor Freedom,Inflation_Rate,-4,0.0389,0.2118,1033,-0.0222,0.0996,Very Weak,Not Significant
Labor Freedom,Inflation_Rate,12,0.0389,0.5065,294,-0.0758,0.1526,Very Weak,Not Significant
Trade Freedom,Unemployment_Rate,18,-0.0388,0.4888,320,-0.1478,0.0711,Very Weak,Not Significant
Government Spending,Foreign_Aid_Received,2,0.0386,0.2944,740,-0.0336,0.1104,Very Weak,Not Significant
Investment Freedom,Unemployment_Rate,-14,0.0386,0.3725,535,-0.0463,0.123,Very Weak,Not Significant
Overall Score,Gini_Index,17,0.0385,0.4544,379,-0.0624,0.1387,Very Weak,Not Significant
Labor Freedom,Unemployment_Rate,10,0.0385,0.4343,414,-0.0581,0.1344,Very Weak,Not Significant
Monetary Freedom,Foreign_Aid_Received,-3,-0.0384,0.3229,665,-0.1141,0.0377,Very Weak,Not Significant
Government Spending,Unemployment_Rate,-11,-0.0383,0.3091,709,-0.1116,0.0355,Very Weak,Not Significant
